Date,Close/Last,Volume,Open,High,Low
09/23/2020,2.4585,N/A,2.5612,2.4652,2.4252
09/22/2020,2.5646,N/A,2.5271,2.5794,2.5617
09/21/2020,2.5245,N/A,2.6765,2.5309,2.4923
09/20/2020,2.6805,N/A,2.6864,2.687,2.6595
09/19/2020,2.6888,N/A,2.72,2.7026,2.6742
09/18/2020,2.7207,N/A,2.7352,2.7253,2.6808
09/17/2020,2.7346,N/A,2.7159,2.7461,2.7225
09/16/2020,2.718,N/A,2.6389,2.7735,2.7071
09/15/2020,2.6298,N/A,2.7592,2.7049,2.5876
09/14/2020,2.7574,N/A,2.7148,2.7801,2.7153
09/13/2020,2.7165,N/A,2.8139,2.7286,2.6871
09/12/2020,2.8143,N/A,2.79,2.8153,2.7829
09/11/2020,2.7819,N/A,2.7256,2.7874,2.7655
09/10/2020,2.729,N/A,2.8002,2.7908,2.7198
09/09/2020,2.8015,N/A,2.7102,2.8395,2.7486
09/08/2020,2.7006,N/A,2.8161,2.7731,2.6975
09/07/2020,2.8208,N/A,2.883,2.8586,2.8115
09/06/2020,2.8771,N/A,2.8815,2.938,2.8653
09/05/2020,2.8852,N/A,3.128,2.9667,2.8522
09/04/2020,3.1376,N/A,2.6733,3.1431,2.9922
09/03/2020,2.6757,N/A,3.063,2.7014,2.5949
09/02/2020,3.0676,N/A,3.4254,3.1573,3.0671
09/01/2020,3.4296,N/A,3.2252,3.4966,3.416
08/31/2020,3.2271,N/A,3.2705,3.2334,3.163
08/30/2020,3.2757,N/A,3.1997,3.2935,3.2459
08/29/2020,3.1988,N/A,3.1067,3.208,3.1268
08/28/2020,3.1016,N/A,3.0162,3.1232,3.0845
08/27/2020,3.0121,N/A,3.0909,3.0391,2.9409
08/26/2020,3.0966,N/A,3.1281,3.147,3.0831
08/25/2020,3.1242,N/A,3.3358,3.1539,3.0909
08/24/2020,3.3398,N/A,3.3619,3.3935,3.3196
08/23/2020,3.3567,N/A,3.2971,3.3604,3.2868
08/22/2020,3.297,N/A,3.2495,3.3839,3.2873
08/21/2020,3.2366,N/A,3.5595,3.2575,3.1719
08/20/2020,3.535,N/A,3.3732,3.545,3.381
08/19/2020,3.3832,N/A,3.4384,3.4479,3.3478
08/18/2020,3.4472,N/A,3.7548,3.6284,3.4151
08/17/2020,3.7595,N/A,3.8435,3.8188,3.746
08/16/2020,3.8505,N/A,3.7511,3.8911,3.7938
08/15/2020,3.775,N/A,3.3734,3.8626,3.6618
