Date,Close/Last,Volume,Open,High,Low
09/13/2020,0.2808,N/A,0.29883,0.28207,0.27277
09/12/2020,0.29786,N/A,0.28984,0.29859,0.29482
09/11/2020,0.28925,N/A,0.28251,0.292,0.28664
09/10/2020,0.28226,N/A,0.29242,0.30065,0.28131
09/09/2020,0.29252,N/A,0.27217,0.29366,0.28515
09/08/2020,0.27088,N/A,0.28314,0.27857,0.2707
09/07/2020,0.28322,N/A,0.27856,0.28769,0.2804
09/06/2020,0.27854,N/A,0.25987,0.28798,0.27697
09/05/2020,0.26138,N/A,0.2911,0.26665,0.25857
09/04/2020,0.29207,N/A,0.278,0.2949,0.28691
09/03/2020,0.27876,N/A,0.33156,0.28894,0.26869
09/02/2020,0.33186,N/A,0.35965,0.34166,0.33186
09/01/2020,0.35938,N/A,0.36429,0.36817,0.35841
08/31/2020,0.36331,N/A,0.36776,0.36355,0.35485
08/30/2020,0.36655,N/A,0.37443,0.3684,0.36375
08/29/2020,0.37449,N/A,0.34791,0.37496,0.36618
08/28/2020,0.34761,N/A,0.34298,0.34922,0.34512
08/27/2020,0.34186,N/A,0.35143,0.34253,0.33285
08/26/2020,0.35198,N/A,0.36201,0.35968,0.35004
08/25/2020,0.36138,N/A,0.38761,0.36403,0.35585
08/24/2020,0.38749,N/A,0.38192,0.39318,0.38536
08/23/2020,0.38183,N/A,0.39058,0.38523,0.3762
08/22/2020,0.39044,N/A,0.37546,0.40628,0.38789
08/21/2020,0.37627,N/A,0.42501,0.37627,0.36459
